İlan Numarası,price,location,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Eşya Durumu,Banyo Sayısı,Balkon Sayısı,WC Sayısı,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Site İçerisinde,Takas,Balkon Durumu,Balkon Tipi,Fiyat Durumu,Tapu Durumu,İpotek Durumu,Kira Getirisi,Yapı Durumu,Zemin Etüdü,Görüntülü Gezilebilir mi?,Aidat,Banyo Metrekare,Balkon Metrekare,WC Metrekare,Salon Metrekare,Ada,Parsel,Pafta,Balkon Tipi Fransız Balkon
14426837,"2,200,000TL",Antalya - Döşemealtı - Yeniköy Mahallesi,20 Aralık 2023,Satılık,85 M2,2+1,Yüksek Giriş,Merkezi Doğalgaz,Krediye Uygun,,,1,1,1,20 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),3,Boş,,Hayır,,Var,,Genel Fiyat,Kat Mülkiyeti,,,Sıfır,,,,,,,,,,,
14426658,"5,950,000TL",Antalya - Kaş - Kalkan Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Eşyalı,1,,1,20 Aralık 2023,Konut,Daire,60 M2,21 Ve Üzeri,1,Boş,,Hayır,,,,Genel Fiyat,Kat Mülkiyeti,Yok,375000 TL,İkinci El,,Evet,2500 TL,,,,,,,,
14426641,"2,250,000TL",Antalya - Kepez - Altınova Orta Mahallesi,20 Aralık 2023,Satılık,40 M2,1+1,Bahçe Katı,Klimalı,Bilinmiyor,,Boş,1,,,20 Aralık 2023,Konut,Daire,45 M2,0 (Yeni),7,Boş,,Evet,Var,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14426563,"2,375,000TL",Antalya - Kepez - Habibler Mahallesi,20 Aralık 2023,Satılık,125 M2,3+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Boş,1,1,2,20 Aralık 2023,Konut,Daire,130 M2,4,4,Boş,Yatırıma Uygun,Evet,Yok,Var,,Genel Fiyat,Kat Mülkiyeti,Yok,,İkinci El,,Hayır,,,,,,,,,
14426468,"2,600,000TL",Antalya - Kepez - Esentepe Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,7.Kat,Klimalı,Krediye Uygun,Betonarme,,1,1,1,20 Aralık 2023,Konut,Daire,110 M2,21 Ve Üzeri,7,Kiracı Oturuyor,Yatırıma Uygun,Evet,Yok,Var,Kapalı Balkon,Birim Fiyat,,Yok,12000 TL,İkinci El,,Evet,,,,,,,,,
14426462,"5,760,000TL",Antalya - Kemer - Arslanbucak Mahallesi,20 Aralık 2023,Satılık,120 M2,3+1,1.Kat,Klimalı,Krediye Uygun,Betonarme,Eşyalı,2,3,2,20 Aralık 2023,Konut,Daire,128 M2,16-20,3,Boş,Yatırıma Uygun,Hayır,Yok,Var," Açık Balkon, Kapalı Balkon  ",Genel Fiyat,Kat Mülkiyeti,Yok,,İkinci El,Var,Evet,,,,,,,,,
14426350,"4,550,000TL",Antalya - Muratpaşa - Meltem Mahallesi,20 Aralık 2023,Satılık,145 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,150 M2,21 Ve Üzeri,7,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426307,"2,350,000TL",Antalya - Kepez - Hüsnü Karakaş Mahallesi,20 Aralık 2023,Satılık,130 M2,3+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,145 M2,4,6,Mülk Sahibi Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14426253,"6,500,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,240 M2,4+1,5.Kat,Klimalı,Bilinmiyor,,,3,,,20 Aralık 2023,Konut,Daire,250 M2,11-15,5,Boş,,Evet,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426247,"3,950,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,120 M2,3+1,4.Kat,Klimalı,Krediye Uygun Değil,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,135 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Hayır,Var,Var,,Genel Fiyat,Kat İrtifakı,Yok,,Sıfır,,Hayır,,,,,,,,,
14426201,"4,700,000TL",Antalya - Alanya - Cikcilli Mahallesi,20 Aralık 2023,Satılık,150 M2,3+1,4.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,160 M2,11-15,10,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426177,"8,000,000TL",Antalya - Alanya - Tosmur Mahallesi,20 Aralık 2023,Satılık,120 M2,2+1,8.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,130 M2,11-15,10,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426148,"2,650,000TL",Antalya - Manavgat - Salkım Evler Mahallesi,20 Aralık 2023,Satılık,55 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,65 M2,0 (Yeni),3,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426111,"2,650,000TL",Antalya - Kepez - Ahatlı Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,Düz Giriş (Zemin),Klimalı,Krediye Uygun Değil,,Eşyalı,1,,,20 Aralık 2023,Konut,Daire,100 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14426094,"4,450,000TL",Antalya - Kemer - Merkez Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,2,1,20 Aralık 2023,Konut,Daire,57 M2,11-15,2,Boş,Yatırıma Uygun,Hayır,Yok,Var," Açık Balkon, Fransız Balkon  ",Genel Fiyat,Kat Mülkiyeti,Yok,,İkinci El,Var,Evet,,,,,,,,,
14426069,"15,100,000TL",Antalya - Döşemealtı - Yeniköy Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,,Kombi Doğalgaz,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Bina,105 M2,0 (Yeni),4,Boş,,Hayır,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14425991,"4,500,000TL",Antalya - Manavgat - Sarılar Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,2.Kat,Klimalı,Krediye Uygun Değil,,,1,,,20 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),3,Boş,,Hayır,,Var,,Genel Fiyat,,,25000 TL,,,,1000 TL,,,,,,,,
14425856,"2,450,000TL",Antalya - Kepez - Kanal Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,,1,1,2,20 Aralık 2023,Konut,Daire,100 M2,11-15,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,Hayır,Yok,Var,Kapalı Balkon,Genel Fiyat,Kat Mülkiyeti,,10000 TL,İkinci El,,Evet,,,,,,,,,
14425848,"3,100,000TLarrow_downward%17",Antalya - Kemer - Kuzdere Mahallesi,20 Aralık 2023,Satılık,135 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,140 M2,0 (Yeni),2,Boş,,Hayır,,,,Genel Fiyat,,,12000 TL,,,,20 TL,,,,,,,,
14425692,"3,600,000TL",Antalya - Konyaaltı - Hurma Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,2,,,20 Aralık 2023,Konut,Daire,95 M2,11-15,4,Boş,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,Kat İrtifakı,,,,,Evet,,,,,,,,,
14425611,"2,150,000TL",Antalya - Manavgat - Hatipler Mahallesi,20 Aralık 2023,Satılık,55 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,65 M2,0 (Yeni),10,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14425608,"1,685,000TL",Antalya - Manavgat - Sarılar Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,Düz Giriş (Zemin),Klimalı,Krediye Uygun,,Eşyalı,1,,,20 Aralık 2023,Konut,Daire,60 M2,4,4,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14425588,"2,300,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,45 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,55 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Müstakil Tapulu,,,,,,,,,,,,,,
14425586,"2,850,000TL",Antalya - Gazipaşa - Pazarcı Mahallesi,20 Aralık 2023,Satılık,53 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,63 M2,0 (Yeni),5,Boş,Bilinmiyor,Evet,Var,,,Genel Fiyat,Müstakil Tapulu,,,,,,,,,,,,,,
14425395,"6,350,000TL",Antalya - Alanya - Konaklı Mahallesi,20 Aralık 2023,Satılık,150 M2,3+1,Villa Tipi,Klimalı,Krediye Uygun Değil,,Eşyalı,2,2,2,20 Aralık 2023,Konut,Daire,155 M2,16-20,3,Boş,Yatırıma Uygun,Evet,Yok,Var,,Genel Fiyat,Kat Mülkiyeti,,300000 TL,İkinci El,,Evet,500 TL,,,,,,,,
14425353,"3,100,000TL",Antalya - Manavgat - Sarılar Mahallesi,20 Aralık 2023,Satılık,105 M2,3+1,2.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,120 M2,0 (Yeni),3,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425308,"19,500,000TL",Antalya - Konyaaltı - Arapsuyu Mahallesi,20 Aralık 2023,Satılık,180 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,2,,,20 Aralık 2023,Konut,Daire,200 M2,4,8,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14425136,"4,600,000TL",Antalya - Serik - Orta Mahallesi,20 Aralık 2023,Satılık,120 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,,2,2,2,20 Aralık 2023,Konut,Daire,155 M2,0 (Yeni),5,Boş,,Hayır,Var,Var," Açık Balkon, Fransız Balkon  ",Genel Fiyat,Kat Mülkiyeti,,15000 TL,,,,,,,,,,,,
14425016,"2,170,000TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,1,1,20 Aralık 2023,Konut,Daire,55 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,Yok,10000 TL,Sıfır,Var,Evet,,,,,,,,,
14424955,"2,900,000TL",Antalya - Kepez - Sütçüler Mahallesi,20 Aralık 2023,Satılık,85 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Boş,1,,,20 Aralık 2023,Konut,Daire,105 M2,5-10,13,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Müstakil Tapulu,,,,,,,,,,,,,,
14424831,"4,500,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Krediye Uygun Değil,,Eşyalı,1,1,1,20 Aralık 2023,Konut,Daire,55 M2,1,5,Boş,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,Kat Mülkiyeti,,220000 TL,İkinci El,,Evet,900 TL,,,,,,,,
14424803,"1,980,000TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,1,1,20 Aralık 2023,Konut,Daire,55 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,Yok,10000 TL,Sıfır,Var,Evet,0 TL,,,,,,,,
14424488,"2,250,000TL",Antalya - Manavgat - Mimar Sinan Mahallesi,20 Aralık 2023,Satılık,120 M2,3+1,2.Kat,Klimalı,Krediye Uygun,,,1,,1,20 Aralık 2023,Konut,Daire,135 M2,16-20,3,Kiracı Oturuyor,,Hayır,,Var,,Genel Fiyat,Kat Mülkiyeti,,15000 TL,,,,100 TL,,,,,,,,
14424364,"5,250,000TL",Antalya - Konyaaltı - Hurma Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,3.Kat,Merkezi Doğalgaz,Krediye Uygun,Betonarme,Boş,1,1,1,20 Aralık 2023,Konut,Daire,100 M2,5-10,4,Boş,Yatırıma Uygun,Evet,Var,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,Yok,18000 TL,İkinci El,Var,Evet,700 TL,,,,,,,,
14424347,"13,400,000TL",Antalya - Alanya - Tepe Mahallesi,20 Aralık 2023,Satılık,300 M2,4+1,,Klimalı,Bilinmiyor,Betonarme,Eşyalı,3,,,20 Aralık 2023,Konut,Villa,350 M2,11-15,3,Boş,Yatırıma Uygun,Hayır,Var,Var,,Genel Fiyat,Kat İrtifakı,Yok,,İkinci El,,Hayır,,,,,,,,,
14424306,"3,000,000TL",Antalya - Kepez - Gündoğdu Mahallesi,20 Aralık 2023,Satılık,130 M2,3+1,1.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,2,1,20 Aralık 2023,Konut,Daire,140 M2,11-15,3,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,Yok,14000 TL,İkinci El,Var,Evet,,,,,,,,,
14424176,"4,768,000TL",Antalya - Kemer - Merkez Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,Çatı Dubleks,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,1,2,20 Aralık 2023,Konut,Daire,110 M2,16-20,2,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,Yok,,İkinci El,Var,Evet,,,,,,,,,
14423867,"3,250,000TL",Antalya - Finike - Kum Mahallesi,20 Aralık 2023,Satılık,75 M2,2+1,5.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),6,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14423731,"3,490,000TL",Antalya - Kepez - Şelale Mahallesi,20 Aralık 2023,Satılık,120 M2,3+1,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,125 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,100 TL,,,,,,,,
14423719,"3,800,000TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,110 M2,21 Ve Üzeri,5,Boş,,Hayır,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14423605,"2,750,000TL",Antalya - Kepez - Şelale Mahallesi,20 Aralık 2023,Satılık,140 M2,3+1,1.Kat,Klimalı,Bilinmiyor,Betonarme,,1,2,2,20 Aralık 2023,Konut,Daire,150 M2,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,Evet,,Var," Açık Balkon, Açık Teras  ",Genel Fiyat,,,12000 TL,İkinci El,,,,,,,,,,,
14423562,"111,111TL",Antalya - Alanya - Avsallar Mahallesi,20 Aralık 2023,Satılık,75 M2,2+1,5.Kat,Klimalı,Krediye Uygun Değil,,,2,,,20 Aralık 2023,Konut,Daire,85 M2,0 (Yeni),9,Boş,,Hayır,,,,Genel Fiyat,,,17000 TL,,,,,,,,,,,,
14423536,"7,350,000TL",Antalya - Konyaaltı - Liman Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,3.Kat,Klimalı,Krediye Uygun Değil,,Eşyalı,1,,,20 Aralık 2023,Konut,Daire,95 M2,5-10,4,Boş,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,,,,,,Evet,,,,,,,,,
14423495,"5,450,000TL",Antalya - Alanya - Kestel Mahallesi,20 Aralık 2023,Satılık,140 M2,3+1,1.Kat,Klimalı,Krediye Uygun,,Eşyalı,2,,,20 Aralık 2023,Konut,Daire,150 M2,5-10,5,Mülk Sahibi Oturuyor,,Evet,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14423239,"10,750,000TL",Antalya - Konyaaltı - Uluç Mahallesi,20 Aralık 2023,Satılık,140 M2,3+1,1.Kat,Doğalgaz Sobalı,Krediye Uygun,Betonarme,,1,,,20 Aralık 2023,Konut,Daire,150 M2,11-15,3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,İkinci El,,,1500 TL,,,,,,,,
14423236,"2,800,000TL",Antalya - Muratpaşa - Güvenlik Mahallesi,20 Aralık 2023,Satılık,40 M2,1+1,1.Kat,Klimalı,Krediye Uygun Değil,,Eşyalı,1,,,20 Aralık 2023,Konut,Daire,60 M2,4,5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423224,"1,700,000TL",Antalya - Alanya - Avsallar Mahallesi,20 Aralık 2023,Satılık,42 M2,1+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,50 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14422806,"2,350,000TL",Antalya - Kepez - Özgürlük Mahallesi,20 Aralık 2023,Satılık,140 M2,3+1,6.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,2,2,20 Aralık 2023,Konut,Daire,155 M2,16-20,6,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,Yok,15000 TL,İkinci El,Var,,100 TL,,,,,,,,
14422678,"4,500,000TL",Antalya - Manavgat - Ilıca Mahallesi,20 Aralık 2023,Satılık,100 M2,3+1,Yüksek Giriş,Klimalı,Krediye Uygun,Betonarme,Boş,2,1,2,20 Aralık 2023,Konut,Daire,110 M2,0 (Yeni),2,Boş,Bilinmiyor,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat İrtifakı,Yok,,Sıfır,,,,,,,,,,,
14422591,"2,049,999TL",Antalya - Kepez - Ayanoğlu Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,110 M2,4,3,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14422559,"5,100,000TL",Antalya - Manavgat - Sarılar Mahallesi,20 Aralık 2023,Satılık,174 M2,1 Oda,,Klimalı,Krediye Uygun Değil,,,Yok,,,19 Aralık 2023,Konut,Bina,175 M2,11-15,2,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14422549,"3,768,000TL",Antalya - Alanya - Tosmur Mahallesi,19 Aralık 2023,Satılık,105 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Eşyalı,2,,2,19 Aralık 2023,Konut,Daire,115 M2,11-15,8,Mülk Sahibi Oturuyor,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,,Yok,15000 TL,İkinci El,,Evet,800 TL,,,,,,,,
14422529,"1,750,000TL",Antalya - Manavgat - Kavaklı Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,Yüksek Giriş,Sobalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,55 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14422528,"2,250,000TL",Antalya - Manavgat - Şelale Mahallesi,20 Aralık 2023,Satılık,65 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,70 M2,1,4,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14422406,"9,750,000TL",Antalya - Muratpaşa - Bahçelievler Mahallesi,19 Aralık 2023,Satılık,240 M2,4+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,,3,,,19 Aralık 2023,Konut,Daire,250 M2,0 (Yeni),5,Boş,,Hayır,,,,Genel Fiyat,,,40000 TL,,,,250 TL,,,,,,,,
14422404,"8,790,000TL",Antalya - Alanya - Şekerhane Mahallesi,20 Aralık 2023,Satılık,65 M2,2+1,3.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,2,,19 Aralık 2023,Konut,Daire,75 M2,0 (Yeni),6,Boş,Yatırıma Uygun,Evet,Var,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,,20000 TL,Yapım Aşamasında,Var,Evet,,,,,,,,,
14422341,"3,750,000TL",Antalya - Manavgat - Sarılar Mahallesi,19 Aralık 2023,Satılık,225 M2,4+1,Çatı Dubleks,Sobalı,Krediye Uygun,,,2,4 +,,19 Aralık 2023,Konut,Daire,235 M2,0 (Yeni),3,Boş,,Hayır,,Var,,Genel Fiyat,,,20000 TL,,,,,,15 M2,,,,,," Açık Balkon, Açık Teras , +1"
14422284,"2,080,000TL",Antalya - Kepez - Habibler Mahallesi,19 Aralık 2023,Satılık,110 M2,2+1,4.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,125 M2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14422186,"2,450,000TL",Antalya - Kepez - Erenköy Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,100 M2,4,3,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14422156,"1,750,000TL",Antalya - Kepez - Yeni Mahallesi,19 Aralık 2023,Satılık,70 M2,1+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,80 M2,21 Ve Üzeri,3,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14422153,"1,625,000TL",Antalya - Kepez - Kuzeyyaka Mahallesi,20 Aralık 2023,Satılık,85 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,19 Aralık 2023,Konut,Daire,90 M2,11-15,3,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14422152,"1,525,000TL",Antalya - Kepez - Teomanpaşa Mahallesi,19 Aralık 2023,Satılık,65 M2,1+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Eşyalı,1,,,19 Aralık 2023,Konut,Daire,75 M2,5-10,3,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14422054,"1,675,000TL",Antalya - Kepez - Yükseliş Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,Yüksek Giriş,Klimalı,Krediye Uygun Değil,,Boş,1,,,19 Aralık 2023,Konut,Daire,100 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14422022,"20,250,000TL",Antalya - Muratpaşa - Şirinyalı Mahallesi,19 Aralık 2023,Satılık,120 M2,3+1,4.Kat,Yerden Isıtma,Krediye Uygun,,,3,,,19 Aralık 2023,Konut,Daire,147 M2,0 (Yeni),5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14422021,"6,800,000TL",Antalya - Alanya - Cikcilli Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,6.Kat,Klimalı,Krediye Uygun,Betonarme,Eşyalı,2,2,2,19 Aralık 2023,Konut,Daire,110 M2,16-20,9,Boş,Yatırıma Uygun,Hayır,Yok,Var,Kapalı Balkon,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,,Evet,,,,,,,,,
14422020,"2,850,000TL",Antalya - Muratpaşa - Yüksekalan Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,100 M2,11-15,4,Kiracı Oturuyor,,Hayır,,,,Genel Fiyat,,,15000 TL,,,,150 TL,,,,,,,,
14422017,"2,749,000TL",Antalya - Kepez - Kepez Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,,Boş,1,,,19 Aralık 2023,Konut,Daire,94 M2,0 (Yeni),11,Boş,Bilinmiyor,Evet,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14421947,"11,780,000TL",Antalya - Muratpaşa - Şirinyalı Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Yerden Isıtma,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,55 M2,0 (Yeni),5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14421729,"2,700,000TL",Antalya - Kepez - Kızıllı Mahallesi,19 Aralık 2023,Satılık,110 M2,2+1,,Isıtma Yok,Krediye Uygun Değil,,Boş,1,,,19 Aralık 2023,Konut,Müstakil Ev,130 M2,2,1,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Bilinmiyor,,,,,,,,,,,,,,
14421696,"4,750,000TL",Antalya - Kepez - Kepez Mahallesi,20 Aralık 2023,Satılık,145 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,,2,,,19 Aralık 2023,Konut,Daire,150 M2,5-10,4,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,400 TL,,,,,,,,
14421443,"4,300,000TL",Antalya - Muratpaşa - Yenigün Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,19 Aralık 2023,Konut,Daire,110 M2,0 (Yeni),3,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14421392,"11,168,000TL",Antalya - Kemer - Çamyuva Mahallesi,20 Aralık 2023,Satılık,120 M2,2+1,,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,2,2,19 Aralık 2023,Konut,Villa,130 M2,5-10,2,Boş,Yatırıma Uygun,Hayır,Yok,Var," Açık Balkon, Açık Teras  ",Genel Fiyat,Kat Mülkiyeti,Yok,,İkinci El,Var,,,,,,,,,,
14421378,"4,250,000TL",Antalya - Alanya - Cikcilli Mahallesi,20 Aralık 2023,Satılık,100 M2,3+1,2.Kat,Güneş Enerjisi,Krediye Uygun,,Boş,2,,2,19 Aralık 2023,Konut,Daire,120 M2,11-15,5,Boş,,Hayır,Var,,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
